Car Name,Rating,Exterior & Body,Engine/Transmission/Clutch,Suspension/Steering,Interior,AC/Heater,Price,Model Date,Mileage,Fuel Type,Transmission,Last Updated Date,Offer URL
Honda Civic Oriel 1.8 i-VTEC CVT 2018,9.9/10,99%,100%,100%,100%,100%,PKR 65 lacs,2018.0,"11,708 km",Petrol,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-8470760
Suzuki Wagon R Hybrid FX 2018,8.0/10,40%,100%,100%,87%,100%,PKR 34.5 lacs,2018.0,"29,793 km",Hybrid,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/suzuki-wagon-r-2018-for-sale-in-lahore-8365301
Toyota Fortuner 2.8 Sigma 4 2019,8.8/10,63%,100%,100%,93%,100%,PKR 1.3 crore,2019.0,"30,940 km",Diesel,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/toyota-fortuner-2019-for-sale-in-lahore-8061338
KIA Grand Carnival GLS+ 2021,9.9/10,96%,100%,100%,100%,100%,PKR 1.24 crore,2021.0,"9,612 km",Petrol,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/kia-grand-carnival-2021-for-sale-in-lahore-8271698
DFSK Glory 580 Pro 2023,9.6/10,91%,100%,100%,91%,100%,PKR 65 lacs,2023.0,"9,798 km",Petrol,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/dfsk-glory-580-2023-for-sale-in-karachi-8343590
Honda Civic Oriel 1.8 i-VTEC CVT 2020,8.0/10,33%,100%,100%,97%,100%,PKR 60 lacs,2020.0,"36,281 km",Petrol,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-8351932
Honda Civic Oriel 2022,9.8/10,96%,100%,100%,89%,100%,PKR 77.25 lacs,2022.0,"33,386 km",Petrol,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-karachi-8346346
MG HS Trophy 2021,9.6/10,86%,100%,100%,100%,100%,PKR 66 lacs,2021.0,"34,831 km",Petrol,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/mg-hs-2021-for-sale-in-karachi-8491812
Honda Civic RS 2023,9.9/10,98%,100%,100%,100%,100%,PKR 97 lacs,2023.0,"12,348 km",Petrol,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/honda-civic-2023-for-sale-in-karachi-8330368
KIA Stonic EX+ 2021,8.8/10,61%,100%,100%,94%,100%,PKR 55 lacs,2021.0,"24,324 km",Petrol,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/kia-stonic-2021-for-sale-in-karachi-8330828
Honda Civic Oriel 2022,9.9/10,97%,100%,100%,100%,100%,PKR 77.75 lacs,2022.0,"20,448 km",Petrol,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-karachi-8349635
Audi e-tron 50 Quattro 230 kW 2021,10/10,99%,100%,100%,100%,100%,PKR 2.3 crore,2021.0,"39,404 km",,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/audi-e-tron-2021-for-sale-in-islamabad-8512422
Suzuki Cultus VXR 2021,8.8/10,62%,100%,100%,92%,100%,PKR 31 lacs,2021.0,"22,326 km",Petrol,,"Mar 21, 2024",https://www.pakwheels.com/used-cars/suzuki-cultus-2021-for-sale-in-lahore-8317157
Toyota Corolla XLi Automatic 2019,9.5/10,85%,100%,100%,94%,100%,PKR 54 lacs,2019.0,"22,895 km",Petrol,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-lahore-8514986
KIA Sportage AWD 2020,9.6/10,88%,100%,96%,100%,100%,PKR 69.5 lacs,2020.0,"62,794 km",Petrol,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/kia-sportage-2020-for-sale-in-lahore-8377783
Changan Alsvin 1.5L DCT Lumiere 2024,9.9/10,96%,100%,100%,100%,100%,PKR 47.5 lacs,,"9,721 km",Petrol,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/changan-alsvin-2024-for-sale-in-islamabad-8512629
Chery Tiggo 8 Pro 1.6 DEX Plus 2023,9.9/10,97%,100%,100%,100%,100%,PKR 1.01 crore,2023.0,"2,481 km",Petrol,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/chery-tiggo-8-pro-2023-for-sale-in-faisalabad-8310987
Daihatsu Mira LSA 3 2018,8.7/10,62%,100%,100%,82%,100%,PKR 31 lacs,2018.0,"112,196 km",Petrol,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/daihatsu-mira-2018-for-sale-in-karachi-8504330
Changan Alsvin 1.5L DCT Comfort 2022,9.0/10,71%,100%,100%,96%,100%,PKR 37 lacs,2022.0,"49,111 km",Petrol,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/changan-alsvin-2022-for-sale-in-lahore-8471540
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,9.9/10,96%,100%,100%,100%,100%,PKR 67.5 lacs,2022.0,"33,532 km",Petrol,Automatic,"Mar 21, 2024",https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-rawalpindi-8416006
Honda Civic Oriel 1.8 i-VTEC CVT 2020,9.5/10,88%,99%,100%,92%,100%,PKR 64 lacs,2020.0,"90,742 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-islamabad-8505759
Proton X70 Premium FWD 2022,10/10,99%,100%,100%,98%,100%,PKR 69.5 lacs,2022.0,"11,686 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/proton-x70-2022-for-sale-in-karachi-8257825
Toyota Land Cruiser ZX 2017,9.4/10,81%,100%,100%,100%,100%,PKR 4.5 crore,2017.0,"40,273 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/toyota-land-cruiser-2017-for-sale-in-lahore-8450308
Audi e-tron 50 Quattro Sportback 230kW 2022,10/10,100%,100%,100%,100%,100%,PKR 2.95 crore,2022.0,"17,763 km",,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/audi-e-tron-2022-for-sale-in-karachi-8487234
Suzuki Alto L 2019,9.0/10,65%,100%,100%,100%,100%,PKR 31.9 lacs,2019.0,"47,482 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/suzuki-alto-2019-for-sale-in-lahore-8496752
Toyota Yaris AERO CVT 1.5 2024,10/10,100%,100%,100%,100%,100%,PKR 58.5 lacs,,"4,010 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/toyota-yaris-2024-for-sale-in-lahore-8511687
Toyota Fortuner 2.7 VVTi 2018,9.2/10,76%,100%,100%,92%,100%,PKR 1.35 crore,2018.0,"47,893 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/toyota-fortuner-2018-for-sale-in-karachi-8434257
Suzuki Cultus Auto Gear Shift 2019,7.9/10,35%,100%,100%,81%,100%,PKR 28.5 lacs,2019.0,"49,730 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/suzuki-cultus-2019-for-sale-in-karachi-8392524
Honda Vezel Hybrid Z Honda Sensing  2018,9.5/10,85%,100%,100%,100%,100%,PKR 78.5 lacs,2018.0,"62,234 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/honda-vezel-2018-for-sale-in-gujranwala-8505788
Hyundai Sonata 2.0 2022,9.7/10,91%,100%,100%,100%,100%,PKR 89 lacs,2022.0,"22,029 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/hyundai-sonata-2022-for-sale-in-lahore-8327896
Toyota Hilux Revo G Automatic 2.8 2020,9.3/10,84%,100%,100%,98%,100%,PKR 1.1 crore,2020.0,"76,213 km",Diesel,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/toyota-hilux-2020-for-sale-in-lahore-8508560
Nissan Leaf 2020,9.8/10,96%,100%,100%,97%,100%,PKR 87.9 lacs,2020.0,"13,098 km",,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/nissan-leaf-2020-for-sale-in-lahore-8309676
Toyota Hilux Revo Rocco 2022,9.7/10,92%,100%,100%,95%,100%,PKR 1.45 crore,2022.0,"43,515 km",Diesel,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/toyota-hilux-2022-for-sale-in-lahore-8437085
Toyota Prius A Premium Touring Selection 2020,9.8/10,95%,100%,100%,100%,100%,PKR 1.05 crore,2020.0,"74,370 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/toyota-prius-2020-for-sale-in-lahore-8462017
Toyota Raize Z 2020,9.8/10,95%,100%,100%,100%,100%,PKR 65 lacs,2020.0,"25,520 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/toyota-raize-2020-for-sale-in-lahore-8448275
Honda Civic Oriel 1.8 i-VTEC CVT 2019,8.9/10,68%,98%,100%,90%,100%,PKR 53 lacs,2019.0,"60,294 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-islamabad-8481897
Honda City 1.5L ASPIRE M/T 2022,10/10,99%,100%,100%,100%,100%,PKR 60 lacs,2022.0,"12,542 km",Petrol,,"Mar 20, 2024",https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-peshawar-8458688
Honda BR-V i-VTEC S 2022,10/10,98%,100%,100%,100%,100%,PKR 57 lacs,2022.0,"9,614 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/honda-br-v-2022-for-sale-in-peshawar-8404595
Suzuki Alto L 2020,9.1/10,71%,100%,100%,96%,100%,PKR 33.5 lacs,2020.0,"88,144 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/suzuki-alto-2020-for-sale-in-peshawar-8469755
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,9.7/10,90%,100%,100%,98%,100%,PKR 70 lacs,2022.0,"21,746 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-peshawar-8465331
Toyota Hilux Revo V Automatic 2.8 2021,9.8/10,94%,100%,100%,100%,100%,PKR 1.38 crore,2021.0,"5,826 km",Diesel,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/toyota-hilux-2021-for-sale-in-lahore-8492914
Audi e-tron 50 Quattro 230 kW 2021,10/10,100%,100%,100%,100%,100%,PKR 2.8 crore,2021.0,"5,161 km",,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/audi-e-tron-2021-for-sale-in-karachi-8508419
Tesla Model 3 Standard Range Plus 2021,9.5/10,89%,100%,100%,94%,100%,PKR 1.65 crore,2021.0,"14,346 km",,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/tesla-model-3-2021-for-sale-in-lahore-8482761
Hyundai Tucson AWD A/T Ultimate 2023,9.9/10,99%,100%,100%,100%,100%,PKR 85 lacs,2023.0,"30,172 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/hyundai-tucson-2023-for-sale-in-islamabad-8508374
Suzuki Vitara GL+ 1.6 2018,9.8/10,94%,100%,100%,100%,100%,PKR 62 lacs,2018.0,"3,334 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/suzuki-vitara-2018-for-sale-in-faisalabad-8367388
Changan Oshan X7 FutureSense 2022,9.9/10,97%,100%,100%,100%,100%,PKR 83 lacs,2022.0,"13,264 km",Petrol,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/changan-oshan-x7-2022-for-sale-in-faisalabad-8482727
Toyota Hilux Revo Rocco 2022,9.9/10,98%,100%,100%,100%,100%,PKR 1.42 crore,2022.0,"3,958 km",Diesel,Automatic,"Mar 20, 2024",https://www.pakwheels.com/used-cars/toyota-hilux-2022-for-sale-in-karachi-8004527
Nissan Leaf 2020,9.9/10,100%,100%,100%,100%,100%,PKR 86.9 lacs,2020.0,"52,463 km",,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/nissan-leaf-2020-for-sale-in-lahore-8309840
Honda Vezel Hybrid RS Honda Sensing  2016,8.9/10,64%,100%,100%,98%,100%,PKR 63.9 lacs,2016.0,"128,298 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-vezel-2016-for-sale-in-lahore-8497393
Toyota Prius A Premium Touring Selection 2020,9.6/10,89%,100%,100%,100%,100%,PKR 1.05 crore,2020.0,"55,677 km",Hybrid,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/toyota-prius-2020-for-sale-in-faisalabad-8509395
Peugeot 2008 Allure 2023,10/10,100%,100%,100%,100%,100%,PKR 72 lacs,2023.0,"26,429 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/peugeot-2008-2023-for-sale-in-lahore-8488125
Toyota Yaris ATIV X CVT 1.5 2022,9.4/10,82%,100%,100%,91%,100%,PKR 48.5 lacs,2022.0,"14,704 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/toyota-yaris-2022-for-sale-in-islamabad-8422576
Toyota Yaris GLI MT 1.3 2022,9.7/10,92%,100%,100%,97%,100%,PKR 40.5 lacs,2022.0,"40,258 km",Petrol,,"Mar 19, 2024",https://www.pakwheels.com/used-cars/toyota-yaris-2022-for-sale-in-islamabad-8331742
Honda Civic RS 2022,9.8/10,93%,100%,100%,100%,100%,PKR 95 lacs,2022.0,"16,747 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-islamabad-8343625
Toyota Prado TX Limited 2.7 2018,10/10,100%,100%,100%,100%,100%,PKR 3.2 crore,2018.0,"22,595 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/toyota-prado-2018-for-sale-in-islamabad-8482743
Honda N Box Custom GL 2020,9.4/10,84%,100%,100%,93%,100%,PKR 33 lacs,2020.0,"20,609 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-n-box-2020-for-sale-in-gujranwala-8279308
Honda HR-V VTi-S 2023,9.6/10,88%,100%,100%,100%,100%,PKR 70 lacs,2023.0,"20,138 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-hr-v-2023-for-sale-in-islamabad-8471456
Toyota Corolla 2024,9.6/10,86%,100%,100%,96%,100%,PKR 90 lacs,,"43,687 km",Hybrid,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/toyota-corolla-2024-for-sale-in-lahore-8505783
Peugeot 2008 Active 2023,9.9/10,96%,100%,100%,100%,100%,PKR 67.5 lacs,2023.0,"17,022 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/peugeot-2008-2023-for-sale-in-gujranwala-8303808
KIA Sportage FWD 2021,9.5/10,89%,100%,100%,90%,100%,PKR 71 lacs,2021.0,"62,148 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-lahore-8504834
Suzuki Every PC 2019,8.1/10,42%,99%,100%,89%,100%,PKR 26 lacs,2019.0,"72,229 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/suzuki-every-2019-for-sale-in-lahore-8491866
Suzuki Wagon R VXL 2019,9.4/10,86%,98%,100%,95%,100%,PKR 26 lacs,2019.0,"22,172 km",Petrol,,"Mar 19, 2024",https://www.pakwheels.com/used-cars/suzuki-wagon-r-2019-for-sale-in-islamabad-8368033
Honda Vezel Hybrid Z Honda Sensing  2018,9.6/10,87%,100%,100%,100%,100%,PKR 80 lacs,2018.0,"70,289 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-vezel-2018-for-sale-in-islamabad-8456963
Honda Vezel e-HEV Z 2021,9.0/10,72%,100%,100%,94%,100%,PKR 1.25 crore,2021.0,"22,926 km",Hybrid,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-vezel-2021-for-sale-in-gujranwala-8346179
Proton X70 Premium FWD 2022,9.7/10,90%,100%,100%,100%,100%,PKR 88 lacs,2022.0,"7,311 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/proton-x70-2022-for-sale-in-islamabad-8444419
KIA Sportage AWD 2022,10/10,100%,100%,100%,100%,100%,PKR 81 lacs,2022.0,"8,159 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/kia-sportage-2022-for-sale-in-islamabad-8427993
Toyota C-HR 1.2 Turbo 2018,9.5/10,83%,100%,100%,100%,100%,PKR 66.5 lacs,2018.0,"34,060 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/toyota-c-hr-2018-for-sale-in-islamabad-8328399
Isuzu D-Max V-Cross Automatic 3.0 2020,9.2/10,78%,98%,100%,93%,100%,PKR 95 lacs,2020.0,"70,450 km",Diesel,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/isuzu-d-max-2020-for-sale-in-islamabad-8430011
Chery Tiggo 8 Pro 1.6 DEX Plus 2022,9.8/10,93%,100%,100%,100%,100%,PKR 85 lacs,2022.0,"4,301 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/chery-tiggo-8-pro-2022-for-sale-in-islamabad-8352776
Toyota Prado TX Limited 2.7 2019,10/10,100%,100%,100%,100%,100%,PKR 3.4 crore,2019.0,"59,723 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/toyota-prado-2019-for-sale-in-rawalpindi-8410037
Toyota Prius S Touring Selection 2020,9.9/10,97%,100%,100%,100%,100%,PKR 90 lacs,2020.0,"48,209 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/toyota-prius-2020-for-sale-in-islamabad-8476122
Toyota Vitz F 1.0 2019,9.7/10,89%,100%,100%,97%,100%,PKR 48 lacs,2019.0,"18,315 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/toyota-vitz-2019-for-sale-in-lahore-8486089
Toyota C-HR G 2018,9.8/10,95%,100%,100%,100%,100%,PKR 80 lacs,2018.0,"117,151 km",Hybrid,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/toyota-c-hr-2018-for-sale-in-lahore-8479749
Mazda Flair XG 2018,9.3/10,84%,100%,100%,86%,100%,PKR 35 lacs,2018.0,"64,649 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/mazda-flair-2018-for-sale-in-islamabad-8348676
Honda Civic 1.5 RS Turbo 2021,9.5/10,86%,100%,100%,100%,100%,PKR 75 lacs,2021.0,"43,975 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-8351632
Honda BR-V i-VTEC S 2020,9.9/10,97%,100%,100%,100%,100%,PKR 54 lacs,2020.0,"30,865 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-br-v-2020-for-sale-in-islamabad-8383482
Honda Civic Oriel 1.8 i-VTEC CVT 2021,8.8/10,59%,100%,100%,100%,100%,PKR 69 lacs,2021.0,"18,467 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-8405275
Hyundai Tucson AWD A/T Ultimate 2022,9.3/10,90%,100%,100%,100%,100%,PKR 82 lacs,2022.0,"13,255 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-karachi-8413570
Daihatsu Boon X SA 2 2021,10/10,99%,100%,100%,100%,100%,PKR 41 lacs,2021.0,"6,180 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/daihatsu-boon-2021-for-sale-in-karachi-8231921
Daihatsu Mira X 2023,9.9/10,97%,100%,100%,100%,100%,PKR 38.9 lacs,2023.0,886 km,Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/daihatsu-mira-2023-for-sale-in-karachi-8383522
KIA Sportage AWD 2021,9.7/10,94%,100%,100%,93%,100%,PKR 72 lacs,2021.0,"24,316 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-karachi-8270309
Toyota Corolla Altis X Automatic 1.6 2021,9.6/10,88%,100%,100%,97%,100%,PKR 54 lacs,2021.0,"54,618 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-8467410
Toyota Fortuner 2.8 Sigma 4 2021,9.8/10,94%,100%,100%,100%,100%,PKR 1.77 crore,2021.0,"7,938 km",Diesel,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/toyota-fortuner-2021-for-sale-in-karachi-8284841
Toyota Fortuner 2.7 VVTi 2017,8.7/10,63%,96%,100%,96%,100%,PKR 1.15 crore,2017.0,"30,264 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/toyota-fortuner-2017-for-sale-in-karachi-8426832
Honda Civic Oriel 1.8 i-VTEC CVT 2021,9.1/10,73%,100%,100%,94%,100%,PKR 67 lacs,2021.0,"34,709 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-8320139
Hyundai Sonata 2.5 2022,9.8/10,95%,100%,100%,100%,100%,PKR 1.04 crore,2022.0,"11,867 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/hyundai-sonata-2022-for-sale-in-karachi-8454775
Hyundai Santa Fe Signature 2024,10/10,100%,100%,100%,100%,100%,PKR 1.48 crore,,442 km,Hybrid,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/hyundai-santa-fe-2024-for-sale-in-karachi-8456767
Hyundai Elantra GL 2023,10/10,99%,100%,100%,97%,100%,PKR 64 lacs,2023.0,"2,466 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/hyundai-elantra-2023-for-sale-in-karachi-8495834
Hyundai Elantra GL 2023,10/10,99%,100%,100%,100%,100%,PKR 67.75 lacs,2023.0,183 km,Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/hyundai-elantra-2023-for-sale-in-karachi-8384993
Hyundai Elantra GLS 2023,10/10,100%,100%,100%,97%,100%,PKR 74.5 lacs,2023.0,"1,916 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/hyundai-elantra-2023-for-sale-in-karachi-8228807
KIA Sportage Alpha 2022,9.6/10,86%,100%,100%,98%,100%,PKR 68 lacs,2022.0,"11,317 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/kia-sportage-2022-for-sale-in-karachi-8448746
KIA Sportage FWD 2022,10/10,99%,100%,100%,97%,100%,PKR 74 lacs,2022.0,"3,955 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/kia-sportage-2022-for-sale-in-karachi-8422837
KIA Sportage AWD 2019,8.5/10,58%,100%,100%,98%,100%,PKR 65 lacs,2019.0,"52,807 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/kia-sportage-2019-for-sale-in-karachi-8440809
MG HS Trophy 2022,10/10,99%,100%,100%,100%,100%,PKR 76 lacs,2022.0,367 km,Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/mg-hs-2022-for-sale-in-karachi-8415086
KIA Sportage AWD 2020,9.8/10,93%,100%,100%,100%,100%,PKR 74 lacs,2020.0,"31,277 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/kia-sportage-2020-for-sale-in-karachi-8280223
MG ZS EV Luxury 2022,9.9/10,96%,100%,100%,100%,100%,PKR 1.15 crore,2022.0,"3,500 km",,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/mg-zs-ev-2022-for-sale-in-karachi-8273171
MG HS Trophy 2021,9.6/10,89%,100%,100%,94%,100%,PKR 65 lacs,2021.0,"36,832 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/mg-hs-2021-for-sale-in-karachi-8366563
MG HS PHEV 2022,8.9/10,66%,100%,100%,94%,100%,PKR 1.3 crore,2022.0,"44,143 km",Hybrid,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/mg-hs-2022-for-sale-in-karachi-8331756
MG ZS 1.5L 2021,8.8/10,64%,98%,100%,100%,100%,PKR 52 lacs,2021.0,"42,222 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/mg-zs-2021-for-sale-in-karachi-8391995
Toyota Land Cruiser ZX Gasoline 3.5L 2023,10/10,99%,100%,100%,100%,100%,PKR 8.6 crore,2023.0,46 km,Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/toyota-land-cruiser-2023-for-sale-in-karachi-8388501
Honda Civic Oriel 1.8 i-VTEC CVT 2018,8.1/10,39%,98%,100%,97%,100%,PKR 50 lacs,2018.0,"66,169 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-karachi-8495707
Honda Civic Oriel 1.8 i-VTEC CVT 2020,9.4/10,81%,100%,100%,100%,100%,PKR 66 lacs,2020.0,"22,640 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-8482770
Honda Civic MX (Hybrid) 2006,7.4/10,21%,96%,100%,82%,100%,PKR 25 lacs,2006.0,"149,284 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-karachi-8420148
Honda Civic Oriel 1.8 i-VTEC CVT 2019,9.6/10,87%,100%,100%,98%,100%,PKR 57.5 lacs,2019.0,"69,775 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-8324420
Honda Civic Oriel 1.8 i-VTEC CVT 2021,9.9/10,98%,100%,100%,97%,100%,PKR 69.5 lacs,2021.0,"14,624 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-8300638
Honda Civic Oriel 1.8 i-VTEC CVT 2019,8.1/10,37%,100%,100%,98%,100%,PKR 52 lacs,2019.0,"27,893 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-8316566
Honda Civic 1.8 i-VTEC CVT 2020,8.9/10,68%,100%,100%,97%,100%,PKR 55 lacs,2020.0,"32,428 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-8259365
Proton Saga 1.3L Standard A/T 2023,9.6/10,88%,100%,100%,97%,100%,PKR 37.5 lacs,2023.0,"7,905 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/proton-saga-2023-for-sale-in-karachi-8364624
Honda Civic Oriel 1.8 i-VTEC CVT 2017,8.7/10,61%,98%,100%,95%,100%,PKR 50 lacs,2017.0,"23,300 km",Petrol,Automatic,"Mar 19, 2024",https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-8408540
